"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,342.608695652174,296,328,427.2,271.428571428571,NA
"2",1963,330.846575342466,164,245,582,143.142857142857,226.061813437704
"3",1964,255.068306010929,168,228,370,105.571428571429,197.334114712701
"4",1965,470.594520547945,230,332,946,197.428571428571,287.300468329235
"5",1966,488.594520547945,222,422,883.4,206,339.359326442203
"6",1967,591.47397260274,274,500,1096,228,471.783271311015
"7",1968,714.685792349727,420,590,1085,311.714285714286,496.059659192374
"8",1969,816.312328767123,430,700,1350,385.714285714286,648.05151356433
"9",1970,650.416438356164,379,554,1070,321.142857142857,486.545539752245
"10",1971,543.750684931507,261.2,418,959,225,374.275356885364
"11",1972,676.229508196721,364,607.5,1010,303.857142857143,508.263551788937
"12",1973,967.734246575342,525,840,1600,404.714285714286,705.353280879743
"13",1974,968.657534246575,422.8,707,1966,374.285714285714,723.226210045662
"14",1975,845.909589041096,413,733,1414,330.714285714286,585.06197427046
"15",1976,860.412568306011,389,602,1710,335.142857142857,675.021981910542
"16",1977,534.361643835616,275,383,1100,250.428571428571,373.976801280911
"17",1978,577.65205479452,330,460,906,247.714285714286,382.894054334062
"18",1979,647.843835616438,310,470,1266,255.142857142857,466.381068329655
"19",1980,702.912568306011,405.5,580,1170,334,477.147917383163
"20",1981,784.794520547945,449.4,683,1298,382.428571428571,541.85685029384
"21",1982,869.841095890411,406,674,1480,360,626.535796015248
"22",1983,815.232876712329,433,667,1462,381.714285714286,628.004109589041
"23",1984,653.431693989071,350,583,1095,283.428571428571,496.675260887841
"24",1985,941.232876712329,400,680,1816,365.857142857143,720.214144531268
"25",1986,877.405479452055,452,761,1290,389.142857142857,619.818422291291
"26",1987,573.378082191781,348,522,860.2,271.571428571429,470.771454243209
"27",1988,676.595628415301,275.5,648.5,1105,242.571428571429,498.712493163749
"28",1989,815.430136986301,484.2,689,1230,440.142857142857,624.910831530882
"29",1990,960.778082191781,504,864,1528,430.714285714286,680.118847450715
"30",1991,889.879452054795,423.8,837,1410,381.571428571429,718.142823127365
"31",1992,807.909836065574,464.5,758,1180,411.142857142857,655.065666225092
"32",1993,963.602739726027,551.8,779,1566,444.571428571429,723.104182640039
"33",1994,768.32602739726,459,680,1190,398.714285714286,570.888313159443
"34",1995,667.093150684932,407.4,624,969.6,363.142857142857,532.251715590346
"35",1996,571.997267759563,320,497.5,919.5,270.714285714286,467.037193746347
"36",1997,716.934246575343,408.2,637,1070,339.714285714286,550.398639921722
"37",1998,823.153424657534,421.2,621,1580,381.714285714286,636.187886132133
"38",1999,598.2,314,449,1026,266.857142857143,460.896052472463
"39",2000,633.603825136612,385,559.5,943.5,351.285714285714,480.653893442623
"40",2001,948.550684931507,469.6,806,1520,391.285714285714,737.842160647572
"41",2002,725.139726027397,337,528,1310,306.142857142857,615.669658423768
"42",2003,500.545205479452,284.4,416,853.4,239.285714285714,395.566496250026
"43",2004,732.789617486339,401.5,576,1275,326.142857142857,537.01392521636
"44",2005,657.46301369863,290,486,1190,203,495.808916937738
"45",2006,717.002739726027,409.4,641,1070,305.285714285714,544.652787770687
"46",2007,697.912328767123,353.2,620,1200,279.142857142857,547.171287104462
"47",2008,1062.98087431694,462,822,1830,345.428571428571,730.535482959663
"48",2009,1050.46301369863,528.8,802,1952,434.571428571429,777.266290497934
"49",2010,800.824657534247,462,624,1380,438.857142857143,595.438934550989
"50",2011,930.402739726027,446.8,768,1660,393,674.579693178727
"51",2012,642.765027322404,293,478,1210,274.571428571429,531.240880431044
"52",2013,734.934246575343,411.4,618,1146,386.714285714286,499.334506414438
"53",2014,814.290410958904,455.4,630,1436,379.428571428571,666.063506025337
"54",2015,723.772602739726,399.2,537,1300,363.285714285714,553.674663150441
"55",2016,715.412568306011,346.5,610,1165,273.571428571429,550.771484919104
"56",2017,934.643835616438,331.4,804,1696,289.857142857143,661.415421373506
"57",2018,905.221917808219,427,654,1536,371.571428571428,618.322970439798
"58",2019,848.361643835616,429.4,778,1292,400.571428571429,644.160099563978
"59",2020,954.655737704918,460,797.5,1505,407.142857142857,710.223717448308
"60",2021,631.904761904762,338.4,538,1016,311.142857142857,NA
