"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,148.978260869565,133.1,148.5,164,170.25,132.428571428571,NA
"2",1963,148.756164383562,80.8,127,245.6,340,71.5714285714286,98.6095919712842
"3",1964,123.505464480874,77.5,112,185,207,59.4285714285714,86.0852307225258
"4",1965,214.252054794521,115.2,173,380,495,105.714285714286,128.530593607306
"5",1966,221.978082191781,135,201,329.6,416,123.142857142857,138.597201181843
"6",1967,282.747945205479,150.8,261,480,524.8,128.428571428571,218.332103930911
"7",1968,373.136612021858,247.5,315,562,674,232.428571428571,270.407324942223
"8",1969,406.769863013699,221.4,380,636.2,726.8,181.714285714286,307.046217656012
"9",1970,360.383561643836,210,339,544.6,601.6,175.428571428571,280.138333333333
"10",1971,279.78904109589,149,245,476,578,136.857142857143,174.535390203404
"11",1972,295.590163934426,173,288,433,492.5,162.571428571429,177.272612542285
"12",1973,444.224657534247,294.4,402,648,697,265.142857142857,336.782186542529
"13",1974,462.194520547945,240,375,811.8,951,225.714285714286,339.85859597024
"14",1975,403.13698630137,256,376,565.2,659.8,225,277.004990215264
"15",1976,410.803278688525,205,308,750.5,910.75,185.285714285714,294.109463699628
"16",1977,284.320547945205,138,233,522.4,670,128.714285714286,179.068189682067
"17",1978,306.18904109589,180,252,503.6,729.4,140.428571428571,199.228581355115
"18",1979,295.287671232877,169.4,239,553,608,143.571428571429,190.035503316184
"19",1980,351.994535519126,208.5,300.5,591,656.75,168.285714285714,229.442455534126
"20",1981,409.717808219178,258,388,595.4,672.2,238.142857142857,284.934755883386
"21",1982,526.866666666667,286.5,347,1256,1487.5,294.285714285714,NA
"22",2001,495.673913043478,380.5,455,643.7,778.8,366.714285714286,NA
"23",2002,345.213698630137,199.4,287,540.8,626.4,184.857142857143,304.259021214706
"24",2003,247.786301369863,156,218,385,422.8,141.285714285714,209.121521674672
"25",2004,300.710382513661,198,266.5,484,543.5,176.285714285714,239.868146630237
"26",2005,323.284931506849,182,269,533.8,574,153.857142857143,264.089318873668
"27",2006,353.38904109589,235.4,325,523,562,193.857142857143,286.718188794821
"28",2007,364.227397260274,216,334,568,630,177.142857142857,304.152778964254
"29",2008,511.418032786885,272.5,415.5,822,1020,221.714285714286,386.732698320644
"30",2009,547.775342465753,343,459,906.6,988,298.285714285714,435.247945205479
"31",2010,425.013698630137,277,343,684.6,890.6,254.142857142857,337.723184213047
"32",2011,458.06301369863,269,400,731.8,846.6,244.714285714286,360.896960208741
"33",2012,354.434426229508,182,274.5,632,717.75,162.857142857143,313.730505764727
"34",2013,348.693150684931,228,299,509.6,718.2,206.285714285714,271.285334855403
"35",2014,375.405479452055,250.4,316,550.8,781.4,230.285714285714,317.12517829963
"36",2015,332.547945205479,225,278,524,641.2,218.428571428571,278.460418122493
"37",2016,309.756830601093,191,291.5,448,486,151.857142857143,260.464100311834
"38",2017,422.375342465753,198.4,376,684.2,777.8,187.428571428571,348.351898238748
"39",2018,425.709589041096,255,338,693.2,936.4,227.285714285714,331.257456047917
"40",2019,383.254794520548,219,376,527.6,606.4,198.428571428571,314.961498703171
"41",2020,467.215846994536,257,418,740,944.75,244.714285714286,374.68646590204
"42",2021,301.758241758242,194,262,465.8,597.4,164.428571428571,NA
